lambda,  L,     KI,   KII,
2.00000e-02,    1.00000e-02,    1.69114e+00,     1.46389e+00 
2.00000e-02,    1.10000e-01,    1.76215e+00,     1.38821e+00 
2.00000e-02,    2.10000e-01,    1.83105e+00,     1.30610e+00 
2.00000e-02,    3.10000e-01,    1.89658e+00,     1.21856e+00 
2.00000e-02,    4.10000e-01,    1.95759e+00,     1.12693e+00 
2.00000e-02,    5.10000e-01,    2.01315e+00,     1.03279e+00 
2.00000e-02,    6.10000e-01,    2.06261e+00,     9.37857e-01 
2.00000e-02,    7.10000e-01,    2.10568e+00,     8.43848e-01 
2.00000e-02,    8.10000e-01,    2.14237e+00,     7.52362e-01 
2.00000e-02,    9.10000e-01,    2.17295e+00,     6.64782e-01 
2.00000e-02,    1.01000e+00,    2.19793e+00,     5.82215e-01 
2.00000e-02,    1.11000e+00,    2.21793e+00,     5.05463e-01 
2.00000e-02,    1.21000e+00,    2.23365e+00,     4.35034e-01 
2.00000e-02,    1.31000e+00,    2.24577e+00,     3.71165e-01 
2.00000e-02,    1.41000e+00,    2.25495e+00,     3.13864e-01 
2.00000e-02,    1.51000e+00,    2.26179e+00,     2.62961e-01 
2.00000e-02,    1.61000e+00,    2.26680e+00,     2.18153e-01 
2.00000e-02,    1.71000e+00,    2.27039e+00,     1.79044e-01 
2.00000e-02,    1.81000e+00,    2.27293e+00,     1.45185e-01 
2.00000e-02,    1.91000e+00,    2.27468e+00,     1.16099e-01 
2.00000e-02,    2.01000e+00,    2.27587e+00,     9.13045e-02 
2.00000e-02,    2.11000e+00,    2.27665e+00,     7.03314e-02 
2.00000e-02,    2.21000e+00,    2.27715e+00,     5.27317e-02 
2.00000e-02,    2.31000e+00,    2.27745e+00,     3.80863e-02 
2.00000e-02,    2.41000e+00,    2.27763e+00,     2.60094e-02 
2.00000e-02,    2.51000e+00,    2.27773e+00,     1.61500e-02 
2.00000e-02,    2.61000e+00,    2.27777e+00,     8.19222e-03 
2.00000e-02,    2.71000e+00,    2.27778e+00,     1.85405e-03 
2.00000e-02,    2.81000e+00,    2.27778e+00,     -3.11393e-03 
2.00000e-02,    2.91000e+00,    2.27777e+00,     -6.93091e-03 
2.00000e-02,    3.01000e+00,    2.27776e+00,     -9.78824e-03 
2.00000e-02,    3.11000e+00,    2.27775e+00,     -1.18518e-02 
2.00000e-02,    3.21000e+00,    2.27775e+00,     -1.32648e-02 
2.00000e-02,    3.31000e+00,    2.27774e+00,     -1.41496e-02 
4.00000e-02,    1.00000e-02,    1.34072e+00,     1.42496e+00 
4.00000e-02,    1.10000e-01,    1.44430e+00,     1.35139e+00 
4.00000e-02,    2.10000e-01,    1.53869e+00,     1.27152e+00 
4.00000e-02,    3.10000e-01,    1.62430e+00,     1.18630e+00 
4.00000e-02,    4.10000e-01,    1.70117e+00,     1.09704e+00 
4.00000e-02,    5.10000e-01,    1.76924e+00,     1.00530e+00 
4.00000e-02,    6.10000e-01,    1.82854e+00,     9.12753e-01 
4.00000e-02,    7.10000e-01,    1.87930e+00,     8.21085e-01 
4.00000e-02,    8.10000e-01,    1.92197e+00,     7.31867e-01 
4.00000e-02,    9.10000e-01,    1.95716e+00,     6.46459e-01 
4.00000e-02,    1.01000e+00,    1.98567e+00,     5.65947e-01 
4.00000e-02,    1.11000e+00,    2.00833e+00,     4.91121e-01 
4.00000e-02,    1.21000e+00,    2.02605e+00,     4.22476e-01 
4.00000e-02,    1.31000e+00,    2.03965e+00,     3.60245e-01 
4.00000e-02,    1.41000e+00,    2.04991e+00,     3.04435e-01 
4.00000e-02,    1.51000e+00,    2.05753e+00,     2.54878e-01 
4.00000e-02,    1.61000e+00,    2.06309e+00,     2.11274e-01 
4.00000e-02,    1.71000e+00,    2.06707e+00,     1.73234e-01 
4.00000e-02,    1.81000e+00,    2.06988e+00,     1.40318e-01 
4.00000e-02,    1.91000e+00,    2.07181e+00,     1.12057e-01 
4.00000e-02,    2.01000e+00,    2.07311e+00,     8.79805e-02 
4.00000e-02,    2.11000e+00,    2.07396e+00,     6.76274e-02 
4.00000e-02,    2.21000e+00,    2.07451e+00,     5.05597e-02 
4.00000e-02,    2.31000e+00,    2.07484e+00,     3.63678e-02 
4.00000e-02,    2.41000e+00,    2.07503e+00,     2.46748e-02 
4.00000e-02,    2.51000e+00,    2.07513e+00,     1.51380e-02 
4.00000e-02,    2.61000e+00,    2.07518e+00,     7.44925e-03 
4.00000e-02,    2.71000e+00,    2.07519e+00,     1.33366e-03 
4.00000e-02,    2.81000e+00,    2.07519e+00,     -3.45185e-03 
4.00000e-02,    2.91000e+00,    2.07518e+00,     -7.12079e-03 
4.00000e-02,    3.01000e+00,    2.07517e+00,     -9.85940e-03 
4.00000e-02,    3.11000e+00,    2.07516e+00,     -1.18291e-02 
4.00000e-02,    3.21000e+00,    2.07515e+00,     -1.31691e-02 
4.00000e-02,    3.31000e+00,    2.07514e+00,     -1.39984e-02 
6.00000e-02,    2.40000e-02,    3.37708e-01,     1.36695e+00 
6.00000e-02,    3.40000e-02,    4.64197e-01,     1.36028e+00 
6.00000e-02,    4.40000e-02,    5.43049e-01,     1.35352e+00 
6.00000e-02,    5.40000e-02,    6.03386e-01,     1.34667e+00 
6.00000e-02,    6.40000e-02,    6.53377e-01,     1.33974e+00 
6.00000e-02,    7.40000e-02,    6.96620e-01,     1.33274e+00 
6.00000e-02,    8.40000e-02,    7.35053e-01,     1.32566e+00 
6.00000e-02,    9.40000e-02,    7.69851e-01,     1.31850e+00 
6.00000e-02,    1.04000e-01,    8.01789e-01,     1.31127e+00 
6.00000e-02,    2.00000e-01,    1.02864e+00,     1.23851e+00 
6.00000e-02,    3.00000e-01,    1.19141e+00,     1.15709e+00 
6.00000e-02,    4.00000e-01,    1.31763e+00,     1.07132e+00 
6.00000e-02,    5.00000e-01,    1.41985e+00,     9.82776e-01 
6.00000e-02,    6.00000e-01,    1.50381e+00,     8.93137e-01 
6.00000e-02,    7.00000e-01,    1.57281e+00,     8.04093e-01 
6.00000e-02,    8.00000e-01,    1.62914e+00,     7.17220e-01 
6.00000e-02,    9.00000e-01,    1.67465e+00,     6.33890e-01 
6.00000e-02,    1.00000e+00,    1.71093e+00,     5.55208e-01 
6.00000e-02,    1.10000e+00,    1.73946e+00,     4.81985e-01 
6.00000e-02,    1.20000e+00,    1.76157e+00,     4.14739e-01 
6.00000e-02,    1.30000e+00,    1.77843e+00,     3.53724e-01 
6.00000e-02,    1.40000e+00,    1.79110e+00,     2.98968e-01 
6.00000e-02,    1.50000e+00,    1.80047e+00,     2.50322e-01 
6.00000e-02,    1.60000e+00,    1.80728e+00,     2.07504e-01 
6.00000e-02,    1.70000e+00,    1.81215e+00,     1.70141e-01 
6.00000e-02,    1.80000e+00,    1.81557e+00,     1.37803e-01 
6.00000e-02,    1.90000e+00,    1.81793e+00,     1.10036e-01 
6.00000e-02,    2.00000e+00,    1.81951e+00,     8.63788e-02 
