lambda,  L,     KI,   KII,
0.00000e+00,    1.00000e-02,    1.93796e+00,     1.49808e+00 
5.00000e-03,    1.00000e-02,    1.88205e+00,     1.48987e+00 
1.00000e-02,    1.00000e-02,    1.82271e+00,     1.48145e+00 
1.50000e-02,    1.00000e-02,    1.75933e+00,     1.47280e+00 
2.00000e-02,    1.00000e-02,    1.69114e+00,     1.46389e+00 
2.50000e-02,    1.00000e-02,    1.61708e+00,     1.45470e+00 
3.00000e-02,    1.00000e-02,    1.53567e+00,     1.44518e+00 
3.50000e-02,    1.00000e-02,    1.44472e+00,     1.43529e+00 
4.00000e-02,    1.00000e-02,    1.34072e+00,     1.42496e+00 
4.50000e-02,    1.00000e-02,    1.21750e+00,     1.41411e+00 
5.00000e-02,    1.00000e-02,    1.06227e+00,     1.40260e+00 
5.50000e-02,    1.00000e-02,    8.38074e-01,     1.39017e+00 
5.63000e-02,    1.00000e-02,    7.53733e-01,     1.38673e+00 
5.73000e-02,    1.00000e-02,    6.72121e-01,     1.38401e+00 
5.83000e-02,    1.00000e-02,    5.61714e-01,     1.38120e+00 
5.93000e-02,    1.00000e-02,    3.59646e-01,     1.37828e+00 
0.00000e+00,    4.00000e-01,    2.15560e+00,     1.16333e+00 
5.00000e-03,    4.00000e-01,    2.10821e+00,     1.15679e+00 
1.00000e-02,    4.00000e-01,    2.05863e+00,     1.15010e+00 
1.50000e-02,    4.00000e-01,    2.00658e+00,     1.14325e+00 
2.00000e-02,    4.00000e-01,    1.95172e+00,     1.13623e+00 
2.50000e-02,    4.00000e-01,    1.89364e+00,     1.12903e+00 
3.00000e-02,    4.00000e-01,    1.83180e+00,     1.12162e+00 
3.50000e-02,    4.00000e-01,    1.76551e+00,     1.11399e+00 
4.00000e-02,    4.00000e-01,    1.69388e+00,     1.10611e+00 
4.50000e-02,    4.00000e-01,    1.61564e+00,     1.09795e+00 
5.00000e-02,    4.00000e-01,    1.52899e+00,     1.08947e+00 
5.50000e-02,    4.00000e-01,    1.43118e+00,     1.08061e+00 
6.00000e-02,    4.00000e-01,    1.31763e+00,     1.07132e+00 
6.50000e-02,    4.00000e-01,    1.17973e+00,     1.06149e+00 
7.00000e-02,    4.00000e-01,    9.97332e-01,     1.05094e+00 
7.50000e-02,    4.00000e-01,    6.91037e-01,     1.03934e+00 
7.60000e-02,    4.00000e-01,    5.78223e-01,     1.03683e+00 
7.62000e-02,    4.00000e-01,    5.49103e-01,     1.03631e+00 
7.64000e-02,    4.00000e-01,    5.16249e-01,     1.03580e+00 
7.66000e-02,    4.00000e-01,    4.78189e-01,     1.03527e+00 
7.68000e-02,    4.00000e-01,    4.32221e-01,     1.03474e+00 
7.70000e-02,    4.00000e-01,    3.72346e-01,     1.03421e+00 
0.00000e+00,    8.00000e-01,    2.32192e+00,     7.80175e-01 
5.00000e-03,    8.00000e-01,    2.27888e+00,     7.75620e-01 
1.00000e-02,    8.00000e-01,    2.23417e+00,     7.70969e-01 
1.50000e-02,    8.00000e-01,    2.18760e+00,     7.66217e-01 
2.00000e-02,    8.00000e-01,    2.13898e+00,     7.61356e-01 
2.50000e-02,    8.00000e-01,    2.08805e+00,     7.56378e-01 
