K,  x,   hprime,  
five,    0.00000e+00,    Inf 
five,    3.60535e-08,    3.99714e-01 
five,    2.88437e-07,    3.68468e-01 
five,    9.73529e-07,    3.60319e-01 
five,    2.30780e-06,    3.57011e-01 
five,    4.50786e-06,    3.55344e-01 
five,    7.79052e-06,    3.54383e-01 
five,    1.23728e-05,    3.53780e-01 
five,    1.84721e-05,    3.53376e-01 
five,    2.63059e-05,    3.53095e-01 
five,    3.60925e-05,    3.52893e-01 
five,    4.80501e-05,    3.52745e-01 
five,    6.23977e-05,    3.52636e-01 
five,    7.93549e-05,    3.52556e-01 
five,    9.91416e-05,    3.52499e-01 
five,    1.21978e-04,    3.52459e-01 
five,    1.48087e-04,    3.52434e-01 
five,    1.77689e-04,    3.52422e-01 
five,    2.11007e-04,    3.52421e-01 
five,    2.48265e-04,    3.52430e-01 
five,    2.89688e-04,    3.52448e-01 
five,    3.35500e-04,    3.52474e-01 
five,    3.85929e-04,    3.52508e-01 
five,    4.41201e-04,    3.52550e-01 
five,    5.01545e-04,    3.52598e-01 
five,    5.67191e-04,    3.52654e-01 
five,    6.38369e-04,    3.52717e-01 
five,    7.15311e-04,    3.52787e-01 
five,    7.98251e-04,    3.52864e-01 
five,    8.87423e-04,    3.52948e-01 
five,    9.83063e-04,    3.53039e-01 
five,    1.08541e-03,    3.53137e-01 
interp,    0.00000e+00,    NaN 
interp,    3.60535e-08,    3.51809e-01 
interp,    2.88437e-07,    3.51810e-01 
interp,    9.73529e-07,    3.51810e-01 
interp,    2.30780e-06,    3.51812e-01 
interp,    4.50786e-06,    3.51814e-01 
interp,    7.79052e-06,    3.51818e-01 
interp,    1.23728e-05,    3.51823e-01 
interp,    1.84721e-05,    3.51830e-01 
interp,    2.63059e-05,    3.51839e-01 
interp,    3.60925e-05,    3.51850e-01 
interp,    4.80501e-05,    3.51864e-01 
interp,    6.23977e-05,    3.51881e-01 
interp,    7.93549e-05,    3.51900e-01 
interp,    9.91416e-05,    3.51922e-01 
interp,    1.21978e-04,    3.51949e-01 
interp,    1.48087e-04,    3.51978e-01 
interp,    1.77689e-04,    3.52012e-01 
interp,    2.11007e-04,    3.52050e-01 
interp,    2.48265e-04,    3.52093e-01 
interp,    2.89688e-04,    3.52139e-01 
interp,    3.35500e-04,    3.52191e-01 
interp,    3.85929e-04,    3.52247e-01 
interp,    4.41201e-04,    3.52309e-01 
interp,    5.01545e-04,    3.52375e-01 
interp,    5.67191e-04,    3.52447e-01 
interp,    6.38369e-04,    3.52524e-01 
interp,    7.15311e-04,    3.52606e-01 
interp,    7.98251e-04,    3.52695e-01 
interp,    8.87423e-04,    3.52789e-01 
interp,    9.83063e-04,    3.52890e-01 
interp,    1.08541e-03,    3.52996e-01 
