K,  x,   hprime,  
one,    0.00000e+00,    Inf 
one,    3.60535e-08,    6.81838e-01 
one,    2.88437e-07,    5.18222e-01 
one,    9.73529e-07,    4.55744e-01 
one,    2.30780e-06,    4.23626e-01 
one,    4.50786e-06,    4.04618e-01 
one,    7.79052e-06,    3.92358e-01 
one,    1.23728e-05,    3.83965e-01 
one,    1.84721e-05,    3.77961e-01 
one,    2.63059e-05,    3.73516e-01 
one,    3.60925e-05,    3.70133e-01 
one,    4.80501e-05,    3.67500e-01 
one,    6.23977e-05,    3.65411e-01 
one,    7.93549e-05,    3.63729e-01 
one,    9.91416e-05,    3.62355e-01 
one,    1.21978e-04,    3.61221e-01 
one,    1.48087e-04,    3.60276e-01 
one,    1.77689e-04,    3.59483e-01 
one,    2.11007e-04,    3.58813e-01 
one,    2.48265e-04,    3.58244e-01 
one,    2.89688e-04,    3.57760e-01 
one,    3.35500e-04,    3.57346e-01 
one,    3.85929e-04,    3.56993e-01 
one,    4.41201e-04,    3.56692e-01 
one,    5.01545e-04,    3.56436e-01 
one,    5.67191e-04,    3.56219e-01 
one,    6.38369e-04,    3.56038e-01 
one,    7.15311e-04,    3.55887e-01 
one,    7.98251e-04,    3.55765e-01 
one,    8.87423e-04,    3.55668e-01 
one,    9.83063e-04,    3.55594e-01 
one,    1.08541e-03,    3.55542e-01 
two,    0.00000e+00,    Inf 
two,    3.60535e-08,    6.27194e-01 
two,    2.88437e-07,    4.85243e-01 
two,    9.73529e-07,    4.32871e-01 
two,    2.30780e-06,    4.06710e-01 
two,    4.50786e-06,    3.91584e-01 
two,    7.79052e-06,    3.82010e-01 
two,    1.23728e-05,    3.75556e-01 
two,    1.84721e-05,    3.70997e-01 
two,    2.63059e-05,    3.67657e-01 
two,    3.60925e-05,    3.65137e-01 
two,    4.80501e-05,    3.63190e-01 
two,    6.23977e-05,    3.61657e-01 
two,    7.93549e-05,    3.60429e-01 
two,    9.91416e-05,    3.59433e-01 
two,    1.21978e-04,    3.58615e-01 
two,    1.48087e-04,    3.57938e-01 
two,    1.77689e-04,    3.57374e-01 
two,    2.11007e-04,    3.56901e-01 
two,    2.48265e-04,    3.56503e-01 
two,    2.89688e-04,    3.56167e-01 
two,    3.35500e-04,    3.55884e-01 
two,    3.85929e-04,    3.55647e-01 
two,    4.41201e-04,    3.55448e-01 
two,    5.01545e-04,    3.55283e-01 
two,    5.67191e-04,    3.55148e-01 
two,    6.38369e-04,    3.55040e-01 
two,    7.15311e-04,    3.54956e-01 
two,    7.98251e-04,    3.54893e-01 
two,    8.87423e-04,    3.54851e-01 
two,    9.83063e-04,    3.54827e-01 
two,    1.08541e-03,    3.54820e-01 
three,    0.00000e+00,    Inf 
three,    3.60535e-08,    5.39382e-01 
three,    2.88437e-07,    4.35261e-01 
three,    9.73529e-07,    3.99812e-01 
three,    2.30780e-06,    3.83151e-01 
three,    4.50786e-06,    3.73948e-01 
three,    7.79052e-06,    3.68322e-01 
three,    1.23728e-05,    3.64629e-01 
three,    1.84721e-05,    3.62074e-01 
three,    2.63059e-05,    3.60233e-01 
three,    3.60925e-05,    3.58864e-01 
three,    4.80501e-05,    3.57820e-01 
three,    6.23977e-05,    3.57006e-01 
three,    7.93549e-05,    3.56362e-01 
three,    9.91416e-05,    3.55846e-01 
three,    1.21978e-04,    3.55427e-01 
three,    1.48087e-04,    3.55086e-01 
three,    1.77689e-04,    3.54807e-01 
three,    2.11007e-04,    3.54578e-01 
three,    2.48265e-04,    3.54390e-01 
three,    2.89688e-04,    3.54238e-01 
three,    3.35500e-04,    3.54116e-01 
three,    3.85929e-04,    3.54019e-01 
three,    4.41201e-04,    3.53945e-01 
three,    5.01545e-04,    3.53891e-01 
three,    5.67191e-04,    3.53856e-01 
three,    6.38369e-04,    3.53837e-01 
three,    7.15311e-04,    3.53833e-01 
three,    7.98251e-04,    3.53843e-01 
three,    8.87423e-04,    3.53866e-01 
three,    9.83063e-04,    3.53902e-01 
three,    1.08541e-03,    3.53950e-01 
four,    0.00000e+00,    Inf 
four,    3.60535e-08,    4.66307e-01 
four,    2.88437e-07,    3.97814e-01 
four,    9.73529e-07,    3.76818e-01 
four,    2.30780e-06,    3.67603e-01 
four,    4.50786e-06,    3.62738e-01 
four,    7.79052e-06,    3.59855e-01 
four,    1.23728e-05,    3.58004e-01 
four,    1.84721e-05,    3.56745e-01 
four,    2.63059e-05,    3.55851e-01 
four,    3.60925e-05,    3.55193e-01 
four,    4.80501e-05,    3.54697e-01 
four,    6.23977e-05,    3.54316e-01 
four,    7.93549e-05,    3.54019e-01 
four,    9.91416e-05,    3.53785e-01 
four,    1.21978e-04,    3.53600e-01 
four,    1.48087e-04,    3.53455e-01 
four,    1.77689e-04,    3.53340e-01 
four,    2.11007e-04,    3.53252e-01 
four,    2.48265e-04,    3.53186e-01 
four,    2.89688e-04,    3.53138e-01 
four,    3.35500e-04,    3.53107e-01 
four,    3.85929e-04,    3.53091e-01 
four,    4.41201e-04,    3.53089e-01 
four,    5.01545e-04,    3.53098e-01 
four,    5.67191e-04,    3.53119e-01 
four,    6.38369e-04,    3.53151e-01 
four,    7.15311e-04,    3.53192e-01 
four,    7.98251e-04,    3.53244e-01 
four,    8.87423e-04,    3.53304e-01 
four,    9.83063e-04,    3.53374e-01 
four,    1.08541e-03,    3.53453e-01 
