lambda,  L,     KII,  
0.00000e+00,    8.00000e-01,    7.80175e-01 
5.00000e-03,    8.00000e-01,    7.75620e-01 
1.00000e-02,    8.00000e-01,    7.70969e-01 
1.50000e-02,    8.00000e-01,    7.66217e-01 
2.00000e-02,    8.00000e-01,    7.61356e-01 
2.50000e-02,    8.00000e-01,    7.56378e-01 
3.00000e-02,    8.00000e-01,    7.51273e-01 
3.50000e-02,    8.00000e-01,    7.46030e-01 
4.00000e-02,    8.00000e-01,    7.40638e-01 
4.50000e-02,    8.00000e-01,    7.35081e-01 
5.00000e-02,    8.00000e-01,    7.29341e-01 
5.50000e-02,    8.00000e-01,    7.23396e-01 
6.00000e-02,    8.00000e-01,    7.17220e-01 
6.50000e-02,    8.00000e-01,    7.10777e-01 
7.00000e-02,    8.00000e-01,    7.04021e-01 
7.50000e-02,    8.00000e-01,    6.96889e-01 
8.00000e-02,    8.00000e-01,    6.89282e-01 
8.50000e-02,    8.00000e-01,    6.81034e-01 
0.00000e+00,    1.20000e+00,    4.53373e-01 
5.00000e-03,    1.20000e+00,    4.50566e-01 
1.00000e-02,    1.20000e+00,    4.47702e-01 
1.50000e-02,    1.20000e+00,    4.44776e-01 
2.00000e-02,    1.20000e+00,    4.41784e-01 
2.50000e-02,    1.20000e+00,    4.38722e-01 
3.00000e-02,    1.20000e+00,    4.35583e-01 
3.50000e-02,    1.20000e+00,    4.32363e-01 
4.00000e-02,    1.20000e+00,    4.29054e-01 
4.50000e-02,    1.20000e+00,    4.25648e-01 
5.00000e-02,    1.20000e+00,    4.22134e-01 
5.50000e-02,    1.20000e+00,    4.18503e-01 
6.00000e-02,    1.20000e+00,    4.14739e-01 
6.50000e-02,    1.20000e+00,    4.10825e-01 
7.00000e-02,    1.20000e+00,    4.06740e-01 
7.50000e-02,    1.20000e+00,    4.02453e-01 
8.00000e-02,    1.20000e+00,    3.97926e-01 
8.50000e-02,    1.20000e+00,    3.93100e-01 
0.00000e+00,    1.60000e+00,    2.28728e-01 
5.00000e-03,    1.60000e+00,    2.27189e-01 
1.00000e-02,    1.60000e+00,    2.25618e-01 
1.50000e-02,    1.60000e+00,    2.24013e-01 
2.00000e-02,    1.60000e+00,    2.22370e-01 
2.50000e-02,    1.60000e+00,    2.20689e-01 
3.00000e-02,    1.60000e+00,    2.18965e-01 
3.50000e-02,    1.60000e+00,    2.17196e-01 
4.00000e-02,    1.60000e+00,    2.15377e-01 
4.50000e-02,    1.60000e+00,    2.13504e-01 
5.00000e-02,    1.60000e+00,    2.11572e-01 
5.50000e-02,    1.60000e+00,    2.09575e-01 
6.00000e-02,    1.60000e+00,    2.07504e-01 
6.50000e-02,    1.60000e+00,    2.05352e-01 
7.00000e-02,    1.60000e+00,    2.03105e-01 
7.50000e-02,    1.60000e+00,    2.00749e-01 
8.00000e-02,    1.60000e+00,    1.98264e-01 
8.50000e-02,    1.60000e+00,    1.95620e-01 
0.00000e+00,    2.00000e+00,    9.66763e-02 
5.00000e-03,    2.00000e+00,    9.59337e-02 
1.00000e-02,    2.00000e+00,    9.51749e-02 
1.50000e-02,    2.00000e+00,    9.43989e-02 
2.00000e-02,    2.00000e+00,    9.36044e-02 
2.50000e-02,    2.00000e+00,    9.27902e-02 
3.00000e-02,    2.00000e+00,    9.19548e-02 
3.50000e-02,    2.00000e+00,    9.10964e-02 
4.00000e-02,    2.00000e+00,    9.02131e-02 
4.50000e-02,    2.00000e+00,    8.93027e-02 
5.00000e-02,    2.00000e+00,    8.83624e-02 
5.50000e-02,    2.00000e+00,    8.73890e-02 
6.00000e-02,    2.00000e+00,    8.63788e-02 
6.50000e-02,    2.00000e+00,    8.53271e-02 
7.00000e-02,    2.00000e+00,    8.42279e-02 
7.50000e-02,    2.00000e+00,    8.30736e-02 
8.00000e-02,    2.00000e+00,    8.18538e-02 
8.50000e-02,    2.00000e+00,    8.05541e-02 
